,Cluster Name,Keyword,#,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential
1655,nurse socks,dri fit socks,1656,gb,0.0,300,0.6,0.88,nike dri fit trainer socks,2021-12-31 06:14:01,"Sitelinks,Image pack,Top stories,Videos",3300,40.0
499,nurse socks,hospital socks,500,gb,0.0,900,0.35,1.05,hospital socks,2022-01-21 01:25:56,"People also ask,Sitelinks,Image pack",10000,600.0
3756,nurse socks,nurse socks,3757,gb,6.0,100,1.1,,nurse compression socks,2022-01-20 17:49:34,"People also ask,Image pack,Sitelinks",1400,800.0
1219,nurses compression socks,compression socks for nurses,1220,gb,11.0,400,0.7,0.95,nurses stockings,2022-01-06 19:03:07,"People also ask,Sitelinks,Top stories,Videos",5300,900.0
4793,nurses compression socks,nurses compression socks,4794,gb,12.0,100,,,nurse compression socks,2022-01-10 12:10:14,"People also ask,Sitelinks,Top stories,Videos",500,800.0
985,odd socks company,odd socks company,986,gb,1.0,500,,,odd socks,2022-01-20 03:38:25,Sitelinks,500,10000.0
3774,odd socks company,the white company socks,3775,gb,0.0,100,0.2,,cashmere bed socks,2022-01-14 03:21:55,"Shopping results,Thumbnails,Sitelinks,Image pack",100,2600.0
1526,odd socks company,white company socks,1527,gb,0.0,300,,,cashmere bed socks,2022-01-08 08:16:47,,350,2500.0
2855,odd socks day 2020,odd socks day 2020,2856,gb,1.0,150,,,odd socks day,2022-01-03 12:18:56,"Sitelinks,People also ask,Top stories,Videos,Image pack",150,1600.0
710,odd socks day 2020,odd socks day 2021,711,gb,9.0,700,,,odd,2022-01-22 16:03:51,"Featured snippet,Sitelinks,People also ask,Top stories,Videos",800,0.0
1981,owl socks,banana socks,1982,gb,0.0,250,0.7,0.83,banana socks,2022-01-01 18:24:31,"Image pack,Sitelinks",1700,20.0
2384,owl socks,fruit socks,2385,gb,0.0,200,0.6,1.5,fruit socks,2022-01-20 05:36:34,"Image pack,Sitelinks,Top stories,Videos",700,90.0
91,owl socks,owl socks,92,gb,0.0,3400,0.35,1.3,owl socks,2022-01-23 08:32:51,"Image pack,Sitelinks",6600,2400.0
267,owl socks,owlet socks,268,gb,12.0,1500,,,owlet sock,2022-01-17 22:12:03,"People also ask,Sitelinks,Top stories,Videos",3700,2100.0
2472,panda socks,boat shoe socks,2473,gb,2.0,200,0.7,,boat shoe socks,2022-01-22 02:10:21,"Sitelinks,People also ask,Image pack",500,100.0
3195,panda socks,boat shoes with socks,3196,gb,2.0,150,0.3,0.78,boat shoe socks,2022-01-10 19:40:24,"People also ask,Image pack,Top stories,Videos,Sitelinks",1300,200.0
4996,panda socks,boating socks,4997,gb,0.0,90,,,sailing socks,2022-01-07 04:28:52,"Sitelinks,Top stories,Videos,Image pack",100,30.0
3720,panda socks,fluffy panda socks,3721,gb,0.0,100,,,panda socks,2021-12-29 22:30:35,Sitelinks,150,200.0
3727,panda socks,panda fluffy socks,3728,gb,0.0,100,,,panda socks,2022-01-02 14:39:20,"Sitelinks,Image pack",100,350.0
1045,panda socks,panda socks,1046,gb,0.0,450,0.4,1.28,panda socks,2021-12-30 08:27:07,"Sitelinks,Image pack,Top stories,Videos",1700,200.0
4274,pantherella socks,pantherella mens socks,4275,gb,0.0,100,,,pantherella socks,2022-01-10 15:01:16,"Sitelinks,People also ask,Image pack",150,5800.0
13,pantherella socks,pantherella socks,14,gb,1.0,12000,0.6,0.96,pantherella socks,2022-01-22 17:53:28,"Adwords top,Sitelinks,People also ask,Top stories,Videos",13000,6000.0
2565,pantherella socks,pantherella socks 3 pack,2566,gb,0.0,200,,,pantherella socks,2022-01-08 01:39:18,"Sitelinks,Image pack",200,700.0
346,pantherella socks,pantherella socks sale,347,gb,0.0,1200,0.5,1.57,pantherella socks sale,2022-01-21 04:25:49,"Adwords top,Sitelinks,People also ask,Image pack",1200,250.0
2742,pantherella socks,pantherella socks uk,2743,gb,0.0,150,0.25,,pantherella socks,2022-01-01 18:32:18,"Sitelinks,People also ask,Image pack",150,4000.0
4983,pants and socks storage,pants and socks storage,4984,gb,0.0,90,0.2,,wardrobe organiser,2022-01-11 14:33:00,"Sitelinks,Image pack",90,29000.0
3639,pants and socks storage,socks and underwear storage,3640,gb,0.0,150,,,socks and underwear storage,2022-01-13 10:08:04,"Sitelinks,People also ask,Top stories,Videos,Image pack",450,90.0
4224,pants and socks storage,what to do with old pants and socks uk,4225,gb,15.0,100,,,what to do with old pants and socks uk,2022-01-01 07:51:19,People also ask,100,150.0
2639,pastel socks,merino walking socks,2640,gb,2.0,200,0.5,1.36,merino wool hiking socks,2021-12-30 20:50:07,"People also ask,Sitelinks",200,600.0
1878,pastel socks,pastel socks,1879,gb,0.0,250,0.45,0.85,pastel socks,2022-01-05 03:32:35,"Image pack,Sitelinks",800,40.0
2199,pastel socks,socks clipart,2200,gb,3.0,200,0.0,0.27,socks clipart,2021-12-29 23:45:05,Sitelinks,13000,30.0
1353,pastel socks,teko discovery merino socks,1354,gb,0.0,350,,,teko discovery merino socks,2022-01-08 16:01:28,"Sitelinks,Image pack",350,100.0
835,patagonia socks,patagonia socks,836,gb,0.0,600,0.25,,merino wool socks,2022-01-23 05:09:12,"Sitelinks,People also ask,Image pack",2400,700.0
4235,patagonia socks,patagonia socks uk,4236,gb,0.0,100,,,merino wool socks,2022-01-07 02:34:04,"Sitelinks,Image pack",100,800.0
428,peach socks,orange socks,429,gb,0.0,1000,1.1,0.71,debra jackson,2022-01-20 07:20:18,"Sitelinks,Knowledge panel,Image pack",8500,250.0
4373,peach socks,peach socks,4374,gb,0.0,100,,,peach socks,2021-12-30 13:00:36,Image pack,600,50.0
2145,penguin socks,fluffy penguin socks,2146,gb,0.0,200,,,penguin fluffy socks,2022-01-10 15:43:11,"Sitelinks,Image pack",200,10.0
3415,penguin socks,mens penguin socks,3416,gb,0.0,150,0.8,,penguin socks,2022-01-17 20:30:08,"Sitelinks,Image pack",200,700.0
3870,penguin socks,original penguin socks,3871,gb,0.0,100,0.7,,penguin socks,2022-01-15 23:29:15,"Sitelinks,Image pack",200,700.0
273,penguin socks,penguin socks,274,gb,0.0,1500,0.5,0.98,penguin socks,2022-01-19 18:21:51,"Sitelinks,Image pack",3000,700.0
2626,penguin socks,penguin socks mens,2627,gb,0.0,200,,0.78,penguin socks,2022-01-12 17:23:25,"Sitelinks,Image pack",350,600.0
2170,penguin socks,penguin socks womens,2171,gb,0.0,200,,1.32,penguin socks ladies,2022-01-03 00:37:42,"Sitelinks,Image pack",350,30.0
3689,personalised pet socks,personalised dog socks uk,3690,gb,2.0,150,,,personalised dog socks,2022-01-05 12:43:27,Sitelinks,150,900.0
3851,personalised pet socks,personalised pet socks,3852,gb,1.0,100,,,pet socks,2022-01-17 14:57:07,Sitelinks,150,400.0
2166,pets face on socks,dog socks pets at home,2167,gb,7.0,200,0.25,1.0,doggy shoes,2022-01-14 18:01:05,"Sitelinks,People also ask,Image pack",200,6900.0
4716,pets face on socks,pets face on socks,4717,gb,4.0,100,,,pet socks,2022-01-12 23:22:47,"Top stories,Videos,Sitelinks,Image pack",300,400.0
4164,photo socks cheap,novelty socks cheap,4165,gb,5.0,100,,,funny socks,2021-12-31 03:14:48,Sitelinks,150,2600.0
4314,photo socks cheap,photo socks cheap,4315,gb,6.0,100,,,photo socks,2022-01-08 11:50:26,Sitelinks,100,2700.0
2140,pink trainer socks,pink football socks,2141,gb,0.0,200,0.45,1.09,pink football socks,2022-01-22 01:06:31,Sitelinks,1900,70.0
4037,pink trainer socks,pink trainer socks,4038,gb,0.0,100,0.7,,pink trainer socks,2022-01-10 16:06:26,"Sitelinks,Image pack",100,70.0
1716,pizza socks,pizza box socks,1717,gb,0.0,300,,,pizza socks,2022-01-14 03:18:17,"Sitelinks,Image pack,Top stories,Thumbnails",600,300.0
653,pizza socks,pizza socks,654,gb,0.0,700,0.3,1.0,pizza socks,2022-01-22 07:09:02,"Sitelinks,Image pack",2800,300.0
3979,plantar socks,best plantar fasciitis socks uk,3980,gb,4.0,100,,,plantar fasciitis socks,2022-01-23 13:04:31,"Sitelinks,People also ask,Image pack",100,1000.0
1312,plantar socks,compression plantar fasciitis socks,1313,gb,4.0,350,,,plantar fasciitis socks,2022-01-08 13:10:35,"Sitelinks,People also ask,Top stories,Videos",500,900.0
2735,plantar socks,compression socks for plantar fasciitis,2736,gb,6.0,150,0.3,,plantar fasciitis support socks,2022-01-13 21:57:50,"Sitelinks,People also ask,Image pack",1500,100.0
4218,plantar socks,plantar fasciitis compression socks,4219,gb,3.0,100,0.6,0.94,plantar fasciitis compression socks,2022-01-22 16:57:56,"Sitelinks,People also ask,Image pack",1900,30.0
384,plantar socks,plantar fasciitis socks,385,gb,1.0,1100,0.45,0.96,plantar fasciitis socks,2022-01-21 10:39:21,"Sitelinks,People also ask,Top stories,Videos",8300,1000.0
3822,plantar socks,plantar fasciitis socks boots,3823,gb,6.0,100,,,insoles for plantar fasciitis,2021-12-30 03:55:58,"Sitelinks,People also ask",100,8400.0
3166,plantar socks,plantar fasciitis socks superdrug,3167,gb,5.0,150,,,foot care,2022-01-14 04:09:23,"Shopping results,Thumbnails,Sitelinks,Image pack",150,1700.0
1783,plantar socks,plantar fasciitis socks uk,1784,gb,0.0,250,0.4,1.23,plantar fasciitis socks,2022-01-16 03:24:14,"Sitelinks,People also ask",250,1000.0
4178,plantar socks,plantar socks,4179,gb,0.0,100,,0.54,socks for plantar fasciitis,2022-01-04 19:58:45,"Sitelinks,People also ask,Top stories,Videos",350,700.0
518,plantar socks,socks for plantar fasciitis,519,gb,5.0,900,0.4,1.02,plantar fasciitis socks,2022-01-21 02:11:59,"Sitelinks,People also ask,Top stories,Videos",4500,1000.0
2292,polar socks,arctic socks,2293,gb,0.0,200,0.4,1.25,arctic socks,2022-01-08 23:02:52,"People also ask,Sitelinks,Image pack",500,80.0
2357,polar socks,polar bear socks,2358,gb,0.0,200,0.7,,polar bear socks,2022-01-05 21:34:21,"Image pack,Sitelinks",450,30.0
4133,polar socks,polar socks,4134,gb,0.0,100,0.35,,polar socks,2022-01-12 17:34:08,Image pack,300,40.0
2385,polka dot socks,polka dot socks,2386,gb,0.0,200,1.0,0.6,polka dots socks,2022-01-17 11:43:15,"Sitelinks,Image pack,Top stories,Videos",1000,90.0
1846,polka dot socks,polka dots socks,1847,gb,0.0,250,1.1,,polka dots socks,2022-01-08 18:10:51,"Image pack,Sitelinks",300,80.0
3805,polo bear socks,polo bear socks,3806,gb,0.0,100,0.5,,ralph lauren bear socks,2022-01-13 06:12:19,"Sitelinks,Image pack",600,200.0
1853,polo bear socks,ralph lauren bear socks,1854,gb,0.0,250,,,polo bear socks,2022-01-13 00:02:50,"People also ask,Image pack,Sitelinks",350,150.0
3001,polo bear socks,teddy bear socks,3002,gb,0.0,150,,,teddy bear socks,2022-01-09 16:02:17,"Sitelinks,Image pack,Top stories,Videos",600,70.0
2544,pom-pom socks,pom pom socks,2545,gb,0.0,200,0.35,0.62,pom pom socks,2022-01-17 15:27:09,"Sitelinks,Image pack,Top stories,Videos",2300,150.0
3476,pom-pom socks,pom-pom socks,3477,gb,0.0,150,0.35,,pom pom socks,2022-01-22 09:42:27,"Sitelinks,Image pack,Top stories,Videos",150,150.0
3478,pongo socks,artengo socks,3479,gb,0.0,150,0.08,,artengo socks,2022-01-19 23:42:44,"Sitelinks,Image pack",500,150.0
940,pongo socks,pongo socks,941,gb,0.0,500,0.2,1.06,pongo socks,2022-01-20 05:05:18,"Sitelinks,People also ask",600,700.0
1127,poodle socks,deodles socks,1128,gb,0.0,450,,,dedoles uk,2022-01-10 11:17:04,"Adwords top,Sitelinks,People also ask,Image pack",450,1800.0
4332,poodle socks,poodle socks,4333,gb,0.0,100,0.35,0.72,irish dancing socks,2022-01-22 22:28:47,"Sitelinks,People also ask,Image pack,Top stories,Videos",500,40.0
2698,pool socks,best swim socks,2699,gb,2.0,150,,,neoprene socks,2022-01-23 01:01:35,"People also ask,Sitelinks,Top stories,Videos",200,2000.0
4379,pool socks,cold water swimming socks,4380,gb,1.0,100,,,neoprene socks,2022-01-13 14:55:08,"People also ask,Sitelinks,Top stories,Videos",100,2000.0
4712,pool socks,open water swim socks,4713,gb,1.0,100,,,neoprene socks,2022-01-09 12:18:22,"Sitelinks,People also ask,Top stories,Videos",100,2000.0
1748,pool socks,open water swimming socks,1749,gb,1.0,300,,,neoprene socks,2022-01-09 10:19:01,"Sitelinks,People also ask,Top stories,Videos,Image pack",350,1900.0
2541,pool socks,open water swimming socks and gloves,2542,gb,1.0,200,,,swimming gloves and socks,2022-01-01 11:18:53,"Sitelinks,People also ask,Top stories,Videos",250,500.0
4982,pool socks,outdoor swim socks,4983,gb,1.0,90,,,swimming socks,2022-01-11 09:15:16,"Sitelinks,People also ask,Top stories,Videos,Image pack",90,900.0
2581,pool socks,pool socks,2582,gb,0.0,200,0.35,0.99,swimming socks,2022-01-04 23:23:23,"Sitelinks,People also ask,Top stories,Videos",1200,1600.0
360,pool socks,swim socks,361,gb,1.0,1200,0.4,1.23,swimming socks,2022-01-22 03:16:59,"Sitelinks,People also ask,Top stories,Videos",4000,2500.0
2608,pool socks,swim socks and gloves,2609,gb,0.0,200,,,swimming gloves and socks,2022-01-14 06:55:17,"Knowledge panel,People also ask,Sitelinks,Top stories,Videos",200,600.0
867,pool socks,swim socks uk,868,gb,0.0,500,0.35,1.11,swimming booties,2022-01-03 16:44:06,"People also ask,Sitelinks",500,450.0
1113,pool socks,swimming gloves and socks,1114,gb,0.0,450,,,swimming gloves and socks,2022-01-17 04:09:31,"People also ask,Sitelinks,Top stories,Videos,Image pack",500,600.0
3803,pool socks,swimming pool socks,3804,gb,0.0,100,0.45,,swimming socks,2022-01-07 13:05:35,"Sitelinks,People also ask,Top stories,Videos",200,1600.0
148,pool socks,swimming socks,149,gb,1.0,2500,0.5,1.03,swimming socks,2022-01-23 09:22:28,"People also ask,Sitelinks,Top stories,Videos",4800,2400.0
2210,pool socks,swimming socks and gloves,2211,gb,0.0,200,,,swimming gloves and socks,2022-01-12 19:54:59,"People also ask,Sitelinks,Top stories,Videos,Image pack",200,600.0
3614,pool socks,swimming socks argos,3615,gb,1.0,150,0.3,1.2,baby swim ring,2022-01-20 15:24:05,"Sitelinks,Image pack",150,2700.0
3483,pool socks,swimming socks for verrucas,3484,gb,1.0,150,,,verruca sock,2022-01-07 19:14:40,"People also ask,Sitelinks",200,1300.0
1577,pool socks,swimming socks uk,1578,gb,1.0,300,0.8,,swimming socks,2022-01-01 20:42:25,"Sitelinks,People also ask",300,2300.0
1843,pool socks,thermal swim socks,1844,gb,0.0,250,,,neoprene socks,2022-01-10 02:02:49,"Sitelinks,People also ask",350,1900.0
946,pool socks,verruca socks for swimming,947,gb,1.0,500,0.25,0.96,verruca sock,2022-01-21 13:06:36,"People also ask,Sitelinks,Image pack",600,1300.0
4024,pool socks,waterproof swim socks,4025,gb,0.0,100,,,swimming socks,2022-01-10 18:49:44,"People also ask,Sitelinks",200,1600.0
1993,pool socks,wetsuit socks for swimming,1994,gb,0.0,250,,,neoprene socks,2022-01-11 14:49:52,"Sitelinks,People also ask,Top stories,Videos",250,2000.0
4973,pool socks,wild swimming socks,4974,gb,1.0,90,,,neoprene socks,2022-01-12 15:47:45,"People also ask,Sitelinks,Top stories,Videos",90,2000.0
576,porn socks,ankle socks porn,577,gb,5.0,800,0.0,1.25,ankle socks porn,2022-01-23 02:12:34,Sitelinks,8800,350.0
515,porn socks,black socks porn,516,gb,0.0,900,0.0,,black socks porn,2022-01-23 03:33:36,,2500,600.0
4510,porn socks,free socks porn pics,4511,gb,6.0,100,,,naked women in socks,2022-01-22 23:53:17,Sitelinks,150,200.0
3199,porn socks,frilly socks porn,3200,gb,0.0,150,0.0,2.38,frilly socks porn,2022-01-17 08:32:49,,500,100.0
4026,porn socks,gay porn socks,4027,gb,3.0,100,0.0,2.14,gay porn socks,2022-01-22 21:20:13,,1200,150.0
4028,porn socks,gay sex socks,4029,gb,1.0,100,0.0,,gay socks,2022-01-03 13:30:07,"Sitelinks,Shopping results,Thumbnails",350,300.0
3021,porn socks,gay socks porn,3022,gb,3.0,150,0.0,,gay porn socks,2022-01-04 01:00:06,Sitelinks,2000,150.0
3806,porn socks,high socks porn,3807,gb,4.0,100,0.0,,knee high socks porn,2022-01-15 04:59:34,Sitelinks,1400,200.0
1210,porn socks,knee high socks porn,1211,gb,4.0,400,0.0,0.89,knee high socks porn,2022-01-10 23:49:22,,2600,200.0
1559,porn socks,knee socks porn,1560,gb,3.0,300,0.0,1.54,knee socks porn,2022-01-22 17:05:17,Sitelinks,4600,150.0
2416,porn socks,long socks porn,2417,gb,2.0,200,0.0,1.07,long socks porn,2022-01-06 18:21:34,,2700,80.0
2583,porn socks,playboy socks,2584,gb,0.0,200,0.4,1.13,playboy socks,2022-01-05 03:51:10,Sitelinks,2000,60.0
516,porn socks,porn black socks,517,gb,0.0,900,,,black socks porn,2022-01-18 08:42:04,Sitelinks,1900,600.0
4985,porn socks,porn in socks,4986,gb,7.0,90,0.0,,socks porn,2022-01-23 02:04:58,,800,3100.0
913,porn socks,porn socks,914,gb,7.0,500,0.0,1.17,socks porn,2022-01-23 16:34:59,Sitelinks,5500,3100.0
897,porn socks,pornhub socks,898,gb,4.0,500,,0.99,socks porn,2022-01-19 18:30:18,Sitelinks,1300,2800.0
4302,porn socks,socks porn videos,4303,gb,7.0,100,0.0,,socks porn,2022-01-15 21:46:40,Sitelinks,800,2800.0
2465,porn socks,teen socks porn,2466,gb,3.0,200,0.0,1.78,teen socks porn,2022-01-23 01:34:05,,1900,150.0
3394,porn socks,thigh high socks porn,3395,gb,1.0,150,0.0,1.2,thigh high socks porn,2022-01-19 21:14:34,,4900,60.0
1013,porn socks,white socks porn,1014,gb,2.0,450,0.0,1.37,white socks porn,2022-01-13 15:07:41,,2700,200.0
2503,poundland socks,poundland socks,2504,gb,0.0,200,0.0,0.73,sock puppet kit,2022-01-02 20:43:51,"Sitelinks,Image pack,Top stories,Videos",200,0.0
1009,poundland socks,timberland socks,1010,gb,0.0,500,0.45,1.1,timberland socks,2022-01-22 17:33:12,"Sitelinks,Image pack",3000,250.0
4177,poundland socks,timberland socks womens,4178,gb,0.0,100,,,timberland socks womens,2022-01-07 10:42:04,"Sitelinks,Image pack",400,90.0
2389,pregnancy socks,compression socks for nurses uk,2390,gb,0.0,200,,,nurse compression socks,2022-01-12 05:19:59,"People also ask,Sitelinks",200,800.0
2016,pregnancy socks,compression socks for pregnancy,2017,gb,5.0,250,,,compression socks for pregnancy,2022-01-08 10:04:49,"Sitelinks,Image pack",2900,350.0
195,pregnancy socks,compression socks for women,196,gb,14.0,2000,0.8,1.11,compression socks for women,2022-01-21 00:45:38,"Sitelinks,People also ask,Image pack",27000,2200.0
2105,pregnancy socks,compression socks nurses,2106,gb,12.0,250,,,nurse compression socks,2022-01-08 11:43:22,"People also ask,Sitelinks,Top stories,Videos",700,800.0
4717,pregnancy socks,compression socks pregnancy,4718,gb,3.0,100,1.1,0.97,compression socks for pregnancy,2022-01-15 01:13:09,"Sitelinks,Image pack",3400,350.0
3491,pregnancy socks,compression socks pregnancy nhs,3492,gb,5.0,150,,,compression socks,2022-01-09 01:06:42,"Sitelinks,People also ask",150,8500.0
4000,pregnancy socks,compression socks pregnancy uk,4001,gb,1.0,100,,,,2022-01-09 17:36:27,"People also ask,Sitelinks",100,
4416,pregnancy socks,hospital compression socks,4417,gb,22.0,100,1.0,,surgical stockings,2022-01-12 23:26:58,"Sitelinks,People also ask,Image pack",500,3000.0
1038,pregnancy socks,medical compression socks,1039,gb,43.0,450,0.9,1.15,compression socks,2022-01-16 19:22:13,"People also ask,Sitelinks,Image pack",4800,12000.0
4294,pregnancy socks,nhs compression socks,4295,gb,1.0,100,,,compression socks,2022-01-05 13:28:11,"Sitelinks,People also ask,Image pack",100,7500.0
1047,pregnancy socks,nurse compression socks,1048,gb,12.0,450,,,nurses stockings,2021-12-31 02:58:40,"Shopping results,Thumbnails,People also ask,Sitelinks,Top stories,Videos",2900,800.0
1563,pregnancy socks,pregnancy compression socks,1564,gb,3.0,300,0.7,0.65,compression socks for pregnancy,2022-01-15 12:11:45,"Sitelinks,People also ask",2000,350.0
4025,pregnancy socks,pregnancy compression socks uk,4026,gb,1.0,100,,,,2022-01-08 11:59:31,"People also ask,Sitelinks",100,
2554,pregnancy socks,pregnancy socks,2555,gb,2.0,200,0.6,0.58,compression socks for pregnancy,2022-01-02 16:55:56,"People also ask,Sitelinks,Image pack",1000,350.0
2584,pregnancy socks,women compression socks,2585,gb,16.0,200,1.1,,compression socks for women,2022-01-08 23:03:24,"Sitelinks,People also ask",800,1900.0
4778,princess socks,disney princess socks,4779,gb,0.0,100,0.3,,princess socks,2022-01-02 17:35:01,"Sitelinks,Image pack,Top stories,Videos",450,60.0
4653,princess socks,princess socks,4654,gb,0.0,100,0.3,,disney princess socks,2021-12-28 11:22:27,"Sitelinks,Image pack,Top stories,Videos",450,40.0
4966,princess socks,queen happy socks,4967,gb,0.0,90,,,queen socks,2021-12-31 20:21:06,"Sitelinks,Image pack,Top stories,Videos",600,50.0
3421,pringles socks,pringle crisps socks,3422,gb,0.0,150,,,pringles crisps socks,2022-01-10 10:28:52,Image pack,150,90.0
3131,pringles socks,pringle sports socks,3132,gb,0.0,150,0.5,,pringle sports socks,2022-01-16 17:45:51,"People also ask,Sitelinks,Top stories,Videos,Image pack",150,40.0
2679,pringles socks,pringles crisps socks,2680,gb,0.0,150,,,pringles crisps socks,2021-12-30 05:06:24,"Image pack,Sitelinks",150,90.0
541,pringles socks,pringles socks,542,gb,0.0,800,0.7,0.78,pringle socks,2022-01-22 14:41:32,"Sitelinks,People also ask,Image pack",1400,3600.0
3956,printed socks uk,printed socks uk,3957,gb,3.0,100,1.5,,personalised socks,2022-01-21 08:19:31,Sitelinks,150,11000.0
1029,printed socks uk,printing on socks,1030,gb,2.0,450,,,personalised socks,2021-12-30 22:13:28,"Top stories,Thumbnails,Videos,People also ask,Sitelinks",700,1900.0
3149,psych ward socks,psych ward grippy socks,3150,gb,0.0,150,,,psych ward socks,2022-01-12 04:08:19,"People also ask,Sitelinks",1100,300.0
729,psych ward socks,psych ward socks,730,gb,0.0,600,,,psych ward socks,2022-01-19 02:43:12,"People also ask,Sitelinks",5500,250.0
3868,pug socks,black puma football socks,3869,gb,0.0,100,,,puma socks,2022-01-13 16:11:15,"Sitelinks,Image pack",100,1500.0
4660,pug socks,black puma socks,4661,gb,0.0,100,0.6,,puma socks,2022-01-15 09:04:51,Image pack,400,1400.0
4470,pug socks,mens puma socks,4471,gb,0.0,100,1.0,,puma socks,2022-01-08 19:14:54,Sitelinks,700,1400.0
1354,pug socks,pug socks,1355,gb,0.0,350,0.4,1.28,pug socks,2022-01-23 13:11:33,"Sitelinks,Image pack",1000,200.0
2200,pug socks,puma ankle socks,2201,gb,0.0,200,0.6,0.89,puma socks,2022-01-10 12:38:51,Sitelinks,1100,1400.0
2737,pug socks,puma crew socks,2738,gb,0.0,150,0.35,,puma socks,2022-01-13 15:30:07,"Sitelinks,Shopping results,Thumbnails,Image pack",600,1400.0
1224,pug socks,puma football socks,1225,gb,0.0,400,0.45,1.36,puma football socks,2022-01-23 09:16:18,"Shopping results,Thumbnails,Sitelinks,Image pack",700,90.0
3537,pug socks,puma golf socks,3538,gb,0.0,150,,,puma golf socks,2021-12-31 04:56:02,"Sitelinks,Image pack",250,40.0
3874,pug socks,puma quarter socks,3875,gb,0.0,100,0.4,1.28,puma quarter socks,2022-01-18 13:30:46,"Sitelinks,Image pack",250,30.0
214,pug socks,puma socks,215,gb,0.0,1900,0.6,1.05,puma socks,2022-01-22 20:35:11,"Sitelinks,People also ask",15000,1400.0
1168,pug socks,puma socks men,1169,gb,0.0,400,4.0,,puma socks,2022-01-16 19:49:07,Image pack,2700,1400.0
2606,pug socks,puma socks women,2607,gb,0.0,200,1.9,,puma trainer socks,2022-01-10 22:50:28,Sitelinks,1600,400.0
2115,pug socks,puma sports socks,2116,gb,0.0,200,0.45,1.05,puma socks,2022-01-11 04:29:18,"Sitelinks,Image pack",300,1400.0
1050,pug socks,puma trainer socks,1051,gb,0.0,450,0.45,1.89,puma socks women,2022-01-02 09:02:52,"Sitelinks,Image pack",500,150.0
4624,pug socks,puma white socks,4625,gb,0.0,100,0.5,,puma socks,2021-12-31 11:05:52,"Sitelinks,Shopping results,Thumbnails",200,1300.0
1795,pug socks,white puma socks,1796,gb,0.0,250,0.6,,puma socks,2022-01-17 02:10:08,,600,1400.0
2310,puppy socks,animal print socks,2311,gb,0.0,200,0.7,1.17,leopard print socks,2022-01-16 08:03:03,"Sitelinks,Image pack",700,200.0
2755,puppy socks,animal socks uk,2756,gb,0.0,150,0.45,1.0,animal socks,2021-12-30 20:19:24,"Sitelinks,Image pack",150,200.0
3068,puppy socks,beagle socks,3069,gb,0.0,150,0.1,,beagle socks,2022-01-22 01:42:12,"Sitelinks,Image pack,Top stories,Videos",450,60.0
4301,puppy socks,chihuahua socks,4302,gb,0.0,100,0.3,,chihuahua socks,2022-01-10 14:55:07,"Image pack,Sitelinks,Top stories,Videos",400,40.0
2343,puppy socks,custom dog socks,2344,gb,4.0,200,,,personalised dog socks,2022-01-22 00:38:56,"Shopping results,Thumbnails,Sitelinks",3400,700.0
2404,puppy socks,customized dog socks,2405,gb,6.0,200,,,personalised dog socks,2022-01-08 08:43:54,"Sitelinks,Image pack",500,900.0
811,puppy socks,dachshund socks,812,gb,0.0,600,0.4,1.13,sausage dog socks,2022-01-22 02:46:55,"Sitelinks,Image pack,Top stories,Videos",1200,600.0
798,puppy socks,dog face socks,799,gb,4.0,600,,,personalised dog socks,2022-01-22 03:01:40,"Sitelinks,Image pack",2600,800.0
4965,puppy socks,dog grip socks,4966,gb,1.0,90,0.35,,dog socks,2022-01-15 17:36:51,"People also ask,Sitelinks,Top stories,Videos,Image pack",1400,1200.0
2321,puppy socks,dog on socks,2322,gb,3.0,200,,,dog face socks,2022-01-16 22:54:18,"Sitelinks,Top stories,Videos,Image pack",1200,350.0
4262,puppy socks,dog photo socks,4263,gb,5.0,100,,,dog face socks,2021-12-28 20:54:05,"Sitelinks,Image pack,Top stories,Videos",450,250.0
1706,puppy socks,dog socks uk,1707,gb,0.0,300,0.5,1.19,dog socks,2022-01-02 02:48:29,People also ask,300,1700.0
4734,puppy socks,dog socks with grip,4735,gb,1.0,100,0.4,,dog socks,2022-01-08 00:36:42,"People also ask,Sitelinks,Top stories,Videos,Image pack",3100,1100.0
1935,puppy socks,dog socks with grips,1936,gb,0.0,250,1.6,,dog socks,2022-01-09 14:17:06,"People also ask,Sitelinks,Top stories,Videos,Image pack",1000,1300.0
3218,puppy socks,dog walking socks,3219,gb,0.0,150,,,dog on socks,2022-01-17 14:16:07,"Sitelinks,Image pack",150,0.0
2496,puppy socks,french bulldog socks,2497,gb,0.0,200,0.4,,french bulldog socks,2022-01-15 11:36:37,"Sitelinks,Image pack",700,80.0
3980,puppy socks,golden retriever socks,3981,gb,0.0,100,1.1,,golden retriever socks,2021-12-30 02:13:57,"Image pack,Top stories,Videos,Thumbnails",500,70.0
2985,puppy socks,greyhound socks,2986,gb,0.0,150,0.45,1.0,greyhound socks,2022-01-10 08:44:27,"Sitelinks,Image pack,Top stories,Videos",250,30.0
894,puppy socks,grippy dog socks,895,gb,1.0,500,,,dog socks,2022-01-17 15:40:08,"Sitelinks,People also ask,Top stories,Videos,Image pack",500,1300.0
829,puppy socks,personalised dog socks,830,gb,3.0,600,,1.77,personalised dog socks,2022-01-22 00:49:26,"Sitelinks,Top stories,Videos,Image pack",800,700.0
